eventID;type;language;license;rightsHolder;accessRights;datasetID;datasetName;institutionCode;ownerInstitutionCode;dynamicProperties;parentEventID;samplingProtocol;eventDate;locationID;continent;countryCode;verbatimLocality;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceSources
INBO:NBN:BFN00179000035RZ;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN0017900002ZZO;casual observation;2015-06-12;BFN00179000006Q9;Europe;BE;"Bospolder - Ekerse Putten ";219275.0;151712.0;Belgian Lambert 72;Belgian Datum 1972;51.28334;4.39330;WGS84;site centroid
INBO:NBN:BFN001790000377P;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031BV;culling - shooting;2016-01-08;INBSYS0000000068;Europe;BE;Eeklo thv Oude Weg;207490.41;92921.35;Belgian Lambert 72;Belgian Datum 1972;51.17460;3.55257;WGS84;internal map
INBO:NBN:BFN001790000377R;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031BV;casual observation;2016-01-08;INBSYS0000000068;Europe;BE;Eeklo thv Oude Weg;207490.41;92921.35;Belgian Lambert 72;Belgian Datum 1972;51.17460;3.55257;WGS84;internal map
INBO:NBN:BFN0017900003786;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031C6;casual observation;2016-02-05;INBSYS0000000068;Europe;BE;Eeklo Leikensweg;207169.47;93692.82;Belgian Lambert 72;Belgian Datum 1972;51.17179;3.56365;WGS84;internal map
INBO:NBN:BFN0017900003788;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031C6;Capture;2016-02-05;INBSYS0000000068;Europe;BE;Eeklo Leikensweg;207169.47;93692.82;Belgian Lambert 72;Belgian Datum 1972;51.17179;3.56365;WGS84;internal map
INBO:NBN:BFN001790000378U;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031C7;casual observation;2013-05-01;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
INBO:NBN:BFN00179000037AN;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031DQ;casual observation;2016-04-21;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
INBO:NBN:BFN00179000037AQ;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031DQ;culling - shooting;2016-04-21;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
INBO:NBN:BFN00179000037AS;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031DR;casual observation;2016-05-12;INBSYS0000001690;Europe;BE;Snaaskerke Schorredijk;208350.609804;49318.4321827;Belgian Lambert 72;Belgian Datum 1972;51.17638;2.92896;WGS84;site centroid
INBO:NBN:BFN00179000037AT;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031DR;culling - shooting;2016-05-12;INBSYS0000001690;Europe;BE;Snaaskerke Schorredijk;208350.609804;49318.4321827;Belgian Lambert 72;Belgian Datum 1972;51.17638;2.92896;WGS84;site centroid
INBO:NBN:BFN00179000037AV;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031DT;casual observation;2016-05-13;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
INBO:NBN:BFN00179000037AX;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031DU;casual observation;2016-05-13;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
INBO:NBN:BFN00179000037BC;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031E5;casual observation;2016-06-20;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
INBO:NBN:BFN00179000037BE;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031E6;casual observation;2016-06-01;BFN00179000003J6;Europe;BE;"Kleiputten van Heist ";224932.11;70701.73;Belgian Lambert 72;Belgian Datum 1972;51.32873;3.23106;WGS84;site centroid
INBO:NBN:BFN00179000037BF;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000031E6;culling - shooting;2016-06-01;BFN00179000003J6;Europe;BE;"Kleiputten van Heist ";224932.11;70701.73;Belgian Lambert 72;Belgian Datum 1972;51.32873;3.23106;WGS84;site centroid
INBO:NBN:BFN00179000038A2;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CO;casual observation;2016-06-27;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
INBO:NBN:BFN00179000038A4;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CP;casual observation;2016-06-27;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
INBO:NBN:BFN00179000038A6;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CQ;casual observation;2016-06-27;INBSYS0000001113;Europe;BE;"Melsele ";211706.037305;144217.008065;Belgian Lambert 72;Belgian Datum 1972;51.21528;4.28599;WGS84;site centroid
INBO:NBN:BFN00179000038A9;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CR;casual observation;2016-05-13;INBSYS0000001123;Europe;BE;"Kallo ";217364.097565;142734.396151;Belgian Lambert 72;Belgian Datum 1972;51.26612;4.26466;WGS84;site centroid
INBO:NBN:BFN00179000038AB;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CS;casual observation;2016-05-19;INBSYS0000000125;Europe;BE;Kalmthout Stappersven;232130.15;156952.33;Belgian Lambert 72;Belgian Datum 1972;51.39884;4.46865;WGS84;site centroid
INBO:NBN:BFN00179000038AD;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CT;casual observation;2016-05-19;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
INBO:NBN:BFN00179000038AG;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CW;casual observation;2016-08-27;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
INBO:NBN:BFN00179000038AH;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CW;culling - shooting;2016-08-27;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
INBO:NBN:BFN00179000038AJ;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CX;casual observation;2016-08-27;INBSYS0000000362;Europe;BE;"P191 (Blokkersdijk) ";213682.67;148513.72;Belgian Lambert 72;Belgian Datum 1972;51.23307;4.34748;WGS84;site centroid
INBO:NBN:BFN00179000038AK;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000032CX;culling - shooting;2016-08-27;INBSYS0000000362;Europe;BE;"P191 (Blokkersdijk) ";213682.67;148513.72;Belgian Lambert 72;Belgian Datum 1972;51.23307;4.34748;WGS84;site centroid
INBO:NBN:BFN0017900003CG9;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000036DZ;casual observation;2017-03-23;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
INBO:NBN:BFN0017900003CGA;Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;"{""projectName"":""Rosse Stekelstaart""}";INBO:NBN:BFN00179000036DZ;culling - shooting;2017-03-23;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
